ID,Possession Status,Availability Starts From,Floor No,Commercial,Developer,Units Available,Price,Price (English),Flooring Type,Covered Area,Project Name,sqft Price ,Carpet Area,Area Name,Property Uniqueness,Unit of Carpet Area,Ownership Type,furnished Type,Bathroom,Parking,Facing,Amenities Facing,Transaction Type,Type of Property,City,bedroom,floors,Luxury Flat,Carpet Area Unit,isPrimeLocationProperty,Property,isLuxuryServiceProvided,Property Lifespan,balconies,NRI Pref,Land Area / Covered Area,Land Area Unit
8889,Ready to Move,Nov '22,20,N,Godrej Properties,1,10200000,1.02 Cr,Ceramic Tiles,820,Godrej Emerald,13333,550,Bhayandarpada,NA,Sq-ft,Freehold,Unfurnished,2,1 Covered,North - East,Main Road,Resale,Apartment,Thane,2,28,F,Sq-ft,N,2 BHK Flat,0,NA,NA,Y,NA,NA
8888,Ready to Move,NA,2,N,NA,0,6000000,60 Lac,Marble,525,NA,11429,NA,Bhayandarpada,NA,Sq-ft,Co-operative Society,Semi-Furnished,1,1 Open,North - East,"Garden/Park, Main Road",Resale,Apartment,Thane,1,4,F,NA,N,1 BHK Flat,0,NA,NA,NA,NA,NA
8887,Ready to Move,NA,4,N,NA,NA,6500000,65 Lac,Vitrified,415,Shivanand Co Hsg Soc,15663,300,Teen Hath Naka,East Facing Property,Sq-ft,Co-operative Society,Unfurnished,1,NA,East,Main Road,Resale,Apartment,Thane,1,9,F,Sq-ft,Y,1 BHK Flat,0,Above 20 years,NA,NA,NA,NA
8886,Ready to Move,NA,1,N,NA,NA,4200000,42 Lac,NA,510,NA,8235,NA,Thane West,NA,Sq-ft,NA,Semi-Furnished,1,NA,North - East,NA,Resale,Apartment,Thane,1,3,F,NA,Y,1 BHK Flat,0,10 to 15 years,1,NA,NA,NA
8885,Ready to Move,NA,23,N,Lodha,NA,13000000,1.30 Cr,NA,652,Crown Lodha Quality Homes,19939,502,Majiwada,NA,Sq-ft,Freehold,Unfurnished,2,NA,NA,Garden/Park,Resale,Apartment,Thane,2,24,F,Sq-ft,Y,2 BHK Flat,0,New Construction,NA,NA,NA,NA
8884,Ready to Move,NA,11,N,Lodha,NA,8900000,89 Lac,NA,551,Lodha Amara,16152,NA,Kolshet Road,NA,Sq-ft,Freehold,Semi-Furnished,2,NA,North - East,"Pool, Garden/Park, Main Road",Resale,Apartment,Thane,2,29,F,NA,Y,2 BHK Flat,0,Less than 5 years,3,NA,NA,NA
8883,Ready to Move,NA,4,N,Lok Group,NA,12000000,1.20 Cr,NA,835,Lok Vruksha Phase 2,14371,710,Thane West,NA,Sq-ft,NA,Furnished,2,NA,North - East,"Garden/Park, Main Road",Resale,Apartment,Thane,2,7,F,Sq-ft,Y,2 BHK Flat,0,10 to 15 years,NA,NA,NA,NA
8882,Ready to Move,NA,7,N,NA,NA,8000000,80 Lac,NA,790,NA,10127,670,Waghbil,"Near Suraj water park, near dmart shop",Sq-ft,Freehold,Semi-Furnished,2,NA,South - East,"Garden/Park, Main Road",Resale,Apartment,Thane,2,7,F,Sq-ft,Y,2 BHK Flat,0,15 to 20 years,NA,NA,NA,NA
8881,Ready to Move,NA,5,N,Dosti Realty,NA,4000000,40 Lac,NA,393,Dosti West County,10178,288,Balkum village,East Facing Property,Sq-ft,Co-operative Society,Unfurnished,3,NA,East,NA,Resale,Apartment,Thane,1,30,F,Sq-ft,Y,1 BHK Flat,0,New Construction,NA,NA,NA,NA
8880,Ready to Move,NA,22,N,Rustomjee,1,16000000,1.60 Cr,"Ceramic Tiles,Vitrified",824,Rustomjee Azziano,19417,704,Majiwada,NA,Sq-ft,Co-operative Society,Semi-Furnished,2,1 Covered,NA,Pool,Resale,Apartment,Thane,2,22,F,Sq-ft,Y,2 BHK Flat,0,Less than 5 years,3,NA,NA,NA
8879,Ready to Move,NA,3,N,NA,0,7800000,78 Lac,Vitrified,550,NA,14181,NA,Majiwada,East Facing Property,Sq-ft,Freehold,Semi-Furnished,2,NA,East,NA,Resale,Apartment,Thane,2,7,F,NA,Y,2 BHK Flat,0,Less than 5 years,2,Y,NA,NA
8878,Ready to Move,NA,3,N,NA,1,11000000,1.10 Cr,Ceramic Tiles,810,NA,13580,610,Majiwada,East Facing Property,Sq-ft,Co-operative Society,Semi-Furnished,2,1 Covered,East,Garden/Park,Resale,Apartment,Thane,2,7,F,Sq-ft,Y,2 BHK Flat,0,15 to 20 years,NA,Y,NA,NA
8877,Ready to Move,NA,13,N,NA,NA,7500000,75 Lac,Marbonite,750,NA,10000,535,Thane West,Newly Constructed Property,Sq-ft,Freehold,Semi-Furnished,2,NA,NA,Main Road,New Property,Apartment,Thane,1,14,F,Sq-ft,N,1 BHK Flat,0,New Construction,2,NA,NA,NA
8876,Ready to Move,NA,4,N,NA,0,10500000,1.05 Cr,Ceramic Tiles,900,NA,11667,750,Savarkar Nagar,East Facing Property,Sq-ft,Freehold,Furnished,1,1 Open,East,Garden/Park,Resale,Apartment,Thane,2,4,F,Sq-ft,N,2 BHK Flat,0,10 to 15 years,NA,Y,NA,NA
8875,Ready to Move,NA,3,N,NA,1,12500000,1.25 Cr,Vitrified,975,NA,12821,NA,Louis Wadi,NA,Sq-ft,Freehold,Semi-Furnished,2,1 Covered,West,Main Road,Resale,Apartment,Thane,2,7,F,NA,N,2 BHK Flat,0,Less than 5 years,2,Y,NA,NA
8874,Ready to Move,NA,2,N,NA,1,8500000,85 Lac,Granite,550,Hiranandani Estate Leonardo,15455,450,Patlipada,East Facing Property,Sq-ft,Freehold,Semi-Furnished,1,1 Open,East,Garden/Park,Resale,Apartment,Thane,1,7,F,Sq-ft,N,1 BHK Flat,0,Above 20 years,NA,NA,NA,NA
8873,Ready to Move,NA,17,N,BHOOMI GROUP,1,6000000,60 Lac,Ceramic Tiles,465,Bhoomi Acres Phase 2,12903,288,Waghbil,NA,Sq-ft,Freehold,Semi-Furnished,2,7 Covered,North - East,NA,Resale,Apartment,Thane,1,17,F,Sq-ft,N,1 BHK Flat,0,5 to 10 years,NA,NA,NA,NA
8872,Ready to Move,NA,1,N,NA,1,11000000,1.10 Cr,Vitrified,NA,NA,NA,648,Kolshet Road,NA,NA,Co-operative Society,Semi-Furnished,2,1 Covered,North,"Garden/Park, Pool",Resale,Apartment,Thane,2,22,F,Sq-ft,N,2 BHK Flat,0,5 to 10 years,NA,Y,NA,NA
8871,Ready to Move,NA,3,N,NA,NA,16000000,1.60 Cr,"Vitrified,Normal Tiles/Kotah Stone",850,NA,18824,750,Ram Maruti Road Naupada,East Facing Property,Sq-ft,Freehold,Unfurnished,2,NA,East,Garden/Park,Resale,Apartment,Thane,2,3,F,Sq-ft,N,2 BHK Flat,0,Above 20 years,NA,NA,NA,NA
8870,Ready to Move,NA,8,N,NA,NA,7200000,72 Lac,NA,685,NA,10511,383,Thane West,East Facing Property,Sq-ft,Freehold,Unfurnished,1,NA,East,Main Road,Resale,Apartment,Thane,1,8,F,Sq-ft,N,1 BHK Flat,0,New Construction,2,NA,NA,NA
8869,Ready to Move,NA,2,N,NA,0,9900000,99 Lac,"Vitrified,Ceramic Tiles",NA,NA,19373,460,Naupada,East Facing Property,NA,Co-operative Society,Furnished,1,NA,East,NA,Resale,Apartment,Thane,1,7,F,Sq-ft,N,1 BHK Flat,0,15 to 20 years,NA,NA,NA,NA
8868,Ready to Move,NA,16,N,Lodha,NA,8500000,85 Lac,NA,585,Lodha Amara,14529,581,Kolshet Road,NA,Sq-ft,NA,Unfurnished,2,12 Covered,North - East,Main Road,Resale,Apartment,Thane,2,28,F,Sq-ft,N,2 BHK Flat,0,New Construction,NA,Y,NA,NA
8867,Ready to Move,NA,2,N,NA,NA,4800000,48 Lac,Vitrified,550,NA,8727,NA,Anand Nagar Thane West,East Facing Property,Sq-ft,Co-operative Society,Semi-Furnished,1,1 Open,East,Garden/Park,Resale,Apartment,Thane,1,4,F,NA,N,1 BHK Flat,0,10 to 15 years,NA,NA,NA,NA
8866,Ready to Move,NA,6,N,NA,NA,7300000,73 Lac,NA,650,Krishnamrut CHS Ltd,11231,510,Thane West,NA,Sq-ft,Co-operative Society,Unfurnished,1,NA,NA,Main Road,Resale,Apartment,Thane,1,12,F,Sq-ft,N,1 BHK Flat,0,15 to 20 years,1,NA,NA,NA
8865,Ready to Move,NA,6,N,NA,NA,5500000,55 Lac,NA,600,NA,9167,450,Thane West,East Facing Property,Sq-ft,Freehold,Semi-Furnished,1,NA,East,"Garden/Park, Pool, Main Road",Resale,Apartment,Thane,1,7,F,Sq-ft,N,1 BHK Flat,0,5 to 10 years,1,NA,NA,NA
8864,Ready to Move,NA,2,N,NA,NA,9000000,90 Lac,NA,910,NA,9891,700,Waghbil,NA,Sq-ft,Freehold,Semi-Furnished,2,NA,West,NA,Resale,Apartment,Thane,2,7,F,Sq-ft,N,2 BHK Flat,0,5 to 10 years,NA,NA,NA,NA
8863,Ready to Move,NA,2,N,NA,NA,6500000,65 Lac,NA,580,NA,11207,NA,Louis Wadi,NA,Sq-ft,NA,Unfurnished,1,NA,NA,NA,Resale,Apartment,Thane,1,4,F,NA,N,1 BHK Flat,0,Above 20 years,NA,NA,NA,NA
8862,Ready to Move,NA,16,N,NA,NA,14900000,1.49 Cr,NA,1050,Soham Garden,14190,NA,Manpada,East Facing Property,Sq-ft,Freehold,Furnished,2,NA,East,Garden/Park,Resale,Apartment,Thane,2,16,F,NA,N,2 BHK Flat,0,10 to 15 years,NA,NA,NA,NA
8861,Ready to Move,NA,5,N,NA,NA,10000000,1 Cr,Vitrified,560,NA,17857,445,Teen Hath Naka,NA,Sq-ft,Freehold,Semi-Furnished,1,1 Open,North - East,NA,Resale,Apartment,Thane,1,6,F,Sq-ft,N,1 BHK Flat,0,Above 20 years,NA,Y,NA,NA
8860,Ready to Move,NA,3,N,Lodha,0,5900000,59 Lac,Vitrified,400,Lodha Quality Homes,16388,320,Majiwada,NA,Sq-ft,Leasehold,Semi-Furnished,1,1 Open,North,"Garden/Park, Main Road",Resale,Apartment,Thane,1,14,F,Sq-ft,N,1 BHK Flat,0,New Construction,NA,Y,NA,NA
8859,Ready to Move,NA,19,N,NA,NA,8000000,80 Lac,NA,550,NA,14545,419,Thane West,NA,Sq-ft,NA,Furnished,2,NA,East,NA,Resale,Apartment,Thane,1,21,F,Sq-ft,Y,1 BHK Flat,0,New Construction,NA,NA,NA,NA
8858,Ready to Move,NA,7,N,RNA NG Builders,0,6000000,60 Lac,Vitrified,585,NG Regency,8205,NA,Balkum village,East Facing Property,Sq-ft,Freehold,Unfurnished,1,1 Open,East,Pool,Resale,Apartment,Thane,1,7,F,NA,Y,1 BHK Flat,0,Less than 5 years,NA,NA,NA,NA
8857,Ready to Move,NA,7,N,NA,NA,9000000,90 Lac,NA,890,NA,10112,750,Hiranandani Estate,East Facing Property,Sq-ft,Freehold,Furnished,1,NA,East,"Garden/Park, Main Road",Resale,Apartment,Thane,1,17,F,Sq-ft,Y,1 BHK Flat,0,5 to 10 years,NA,NA,NA,NA
8856,Ready to Move,NA,5,N,BHOOMI GROUP,NA,5300000,53 Lac,Vitrified,370,Bhoomi Acres Phase 2,14324,NA,Waghbil,NA,Sq-ft,Co-operative Society,Furnished,1,NA,NA,"Garden/Park, Pool",Resale,Apartment,Thane,1,19,F,NA,Y,1 BHK Flat,0,New Construction,2,NA,NA,NA
8855,Ready to Move,NA,2,N,NA,0,8500000,85 Lac,NA,NA,NA,NA,500,Charai,NA,NA,Co-operative Society,Unfurnished,1,NA,North,NA,Resale,Apartment,Thane,1,7,F,Sq-ft,Y,1 BHK Flat,0,10 to 15 years,NA,NA,NA,NA
8854,Ready to Move,NA,33,N,House of Hiranandani,25,18800000,1.88 Cr,"Vitrified,Marble",1000,Hiranandani Eagleridge,18800,702,Patlipada,Newly Constructed Property,Sq-ft,Freehold,Unfurnished,2,NA,West,"Garden/Park, Pool",New Property,Apartment,Thane,2,34,F,Sq-ft,Y,2 BHK Flat,0,New Construction,NA,NA,NA,NA
8853,Ready to Move,NA,1,N,Cosmos Group,NA,10000000,1 Cr,NA,1100,Cosmos Hills,9091,800,Thane West,East Facing Property,Sq-ft,Co-operative Society,Semi-Furnished,2,NA,East,Main Road,Resale,Apartment,Thane,2,11,F,Sq-ft,Y,2 BHK Flat,0,10 to 15 years,4,NA,NA,NA
8852,Ready to Move,NA,24,N,DOSTI REALTY,NA,20500000,2.05 Cr,NA,NA,Dosti West County,NA,1100,Balkum village,NA,NA,Freehold,Unfurnished,3,NA,NA,Main Road,Resale,Apartment,Thane,3,30,F,Sq-ft,Y,3 BHK Flat,0,New Construction,1,NA,NA,NA
8851,Ready to Move,NA,3,N,Raunak Group,1,5400000,54 Lac,Vitrified,524,Raunak Unnathi Woods,10305,NA,Anand Nagar Thane West,NA,Sq-ft,Co-operative Society,Semi-Furnished,1,1 Covered,West,Main Road,Resale,Apartment,Thane,1,7,F,NA,Y,1 BHK Flat,0,5 to 10 years,NA,Y,NA,NA
8850,Ready to Move,NA,6,N,NA,0,10800000,1.08 Cr,"Marble,Granite",800,Anmol Annexie,13500,534,Charai,NA,Sq-ft,Freehold,Semi-Furnished,2,NA,North - East,Main Road,Resale,Apartment,Thane,1,7,F,Sq-ft,Y,1 BHK Flat,0,5 to 10 years,2,Y,NA,NA
8849,Ready to Move,NA,26,N,Godrej Properties,0,15000000,1.50 Cr,Vitrified,802,Godrej Emerald,18703,804,Bhayandarpada,East Facing Property,Sq-ft,Freehold,Unfurnished,2,1 Covered,East,Main Road,Resale,Apartment,Thane,2,27,F,Sq-ft,Y,2 BHK Flat,0,New Construction,2,NA,NA,NA
8848,Ready to Move,NA,4,N,Godrej Properties,NA,11000000,1.10 Cr,NA,870,Godrej Edenwoods ,12644,700,Manpada,NA,Sq-ft,Freehold,Unfurnished,2,NA,North,"Garden/Park, Pool, Main Road",Resale,Apartment,Thane,2,7,F,Sq-ft,Y,2 BHK Flat,0,Above 20 years,NA,NA,NA,NA
8847,Ready to Move,NA,3,N,Lodha,NA,8500000,85 Lac,NA,NA,Lodha Amara,NA,420,Kolshet Road,East Facing Property,NA,Freehold,Semi-Furnished,2,NA,East,Garden/Park,Resale,Apartment,Thane,1,30,F,Sq-ft,N,1 BHK Flat,0,New Construction,NA,NA,NA,NA
8846,Ready to Move,NA,9,N,Shree Tirupati Group,1,11000000,1.10 Cr,Vitrified,1120,Signature Residency,9821,735,Patlipada,NA,Sq-ft,Freehold,Unfurnished,2,1 Covered,NA,NA,Resale,Apartment,Thane,2,18,F,Sq-ft,N,2 BHK Flat,0,New Construction,3,NA,NA,NA
8845,Ready to Move,NA,NA,N,NA,NA,50000000,5 Cr,NA,NA,NA,NA,2500,Manpada,NA,NA,NA,Furnished,3,NA,NA,Main Road,Resale,Villa,Thane,3,NA,F,Sq-ft,N,NA,0,5 to 10 years,1,NA,NA,NA
8844,Ready to Move,NA,10,N,NA,1,6800000,68 Lac,"Vitrified,Ceramic Tiles",485,Siddhivinayak Tower,14021,400,Thane West,Opposite Viviana Mall,Sq-ft,Co-operative Society,Unfurnished,1,NA,North,Garden/Park,Resale,Apartment,Thane,1,12,F,Sq-ft,N,1 BHK Flat,0,Above 20 years,NA,Y,NA,NA
8843,Ready to Move,NA,1,N,NA,NA,6700000,67 Lac,Ceramic Tiles,475,NA,14105,350,Manpada,NA,Sq-ft,NA,Unfurnished,1,NA,NA,NA,Resale,Residential House,Thane,1,5,F,Sq-ft,N,NA,0,10 to 15 years,NA,NA,NA,NA
8842,Ready to Move,NA,7,N,NA,NA,9500000,95 Lac,NA,610,NA,15574,NA,Koliwada,East Facing Property,Sq-ft,NA,Unfurnished,1,NA,East,Main Road,Resale,Apartment,Thane,1,7,F,NA,N,1 BHK Flat,0,New Construction,NA,NA,NA,NA
8841,Ready to Move,NA,5,N,Godrej Properties,NA,16000000,1.60 Cr,NA,1050,Godrej Emerald,15238,862,Bhayandarpada,East Facing Property,Sq-ft,NA,Unfurnished,3,NA,East,NA,Resale,Apartment,Thane,3,20,F,Sq-ft,N,3 BHK Flat,0,New Construction,2,NA,NA,NA
8840,Ready to Move,NA,7,N,RNA NG Builders,NA,4000000,40 Lac,NA,672,NG Regency,5952,630,Balkum village,East Facing Property,Sq-ft,Freehold,Unfurnished,1,NA,East,Main Road,Resale,Apartment,Thane,1,7,F,Sq-ft,N,1 BHK Flat,0,5 to 10 years,NA,NA,NA,NA
8839,Ready to Move,NA,11,N,Hiranandani Group,NA,9000000,90 Lac,NA,600,Hiranandani The Walk,15000,450,Hiranandani Estate,NA,Sq-ft,Freehold,Unfurnished,1,NA,North - East,"Garden/Park, Pool, Main Road",Resale,Apartment,Thane,1,18,F,Sq-ft,N,1 BHK Flat,0,5 to 10 years,NA,NA,NA,NA
8838,Ready to Move,NA,8,N,Lodha,NA,6600000,66 Lac,NA,454,Lodha Amara,14537,NA,Kolshet Road,NA,Sq-ft,Co-operative Society,Unfurnished,1,NA,North - East,"Garden/Park, Pool, Main Road",Resale,Apartment,Thane,1,30,F,NA,N,1 BHK Flat,0,New Construction,1,NA,NA,NA
8837,Ready to Move,NA,2,N,NA,NA,42500000,4.25 Cr,Vitrified,2400,NA,17708,NA,Thane West,East Facing Property,Sq-ft,Freehold,Furnished,4,NA,East,Garden/Park,New Property,Apartment,Thane,5,8,F,NA,N,5 BHK Flat,0,Above 20 years,2,NA,NA,NA
8836,Ready to Move,NA,5,N,Rustomjee,NA,12800000,1.28 Cr,NA,699,Rustomjee Azziano,18312,602,Majiwada,Newly Constructed Property,Sq-ft,Freehold,Semi-Furnished,2,NA,North - East,Main Road,New Property,Apartment,Thane,2,36,F,Sq-ft,N,2 BHK Flat,0,New Construction,NA,NA,NA,NA
8835,Ready to Move,NA,7,N,PRESCON,NA,5500000,55 Lac,NA,398,Prestige Residency,13819,398,Thane West,NA,Sq-ft,Freehold,Unfurnished,1,NA,South -West,"Garden/Park, Pool",Resale,Apartment,Thane,1,7,F,Sq-ft,N,1 BHK Flat,0,10 to 15 years,1,NA,NA,NA
8834,Ready to Move,NA,14,N,Lodha,NA,10000000,1 Cr,Ceramic Tiles,1001,Lodha Splendora,9990,754,Owale,East Facing Property,Sq-ft,Freehold,Unfurnished,2,NA,East,NA,Resale,Apartment,Thane,2,23,F,Sq-ft,N,2 BHK Flat,0,5 to 10 years,1,Y,NA,NA
8833,Ready to Move,NA,1,N,NA,NA,11500000,1.15 Cr,Marble,1200,NA,9583,1000,Koliwada,East Facing Property,Sq-ft,Freehold,Unfurnished,2,NA,East,Main Road,Resale,Apartment,Thane,2,12,F,Sq-ft,N,2 BHK Flat,0,Above 20 years,NA,NA,NA,NA
8832,Ready to Move,NA,1,N,NA,NA,3000000,30 Lac,Vitrified,620,NA,4839,490,Lokmanya Nagar,NA,Sq-ft,Freehold,Unfurnished,1,NA,South,NA,Resale,Apartment,Thane,1,4,F,Sq-ft,N,1 BHK Flat,0,Above 20 years,NA,NA,NA,NA
8831,Ready to Move,NA,13,N,NA,NA,17000000,1.70 Cr,NA,1150,NA,14783,NA,Waghbil,East Facing Property,Sq-ft,Freehold,Semi-Furnished,2,NA,East,"Garden/Park, Main Road",Resale,Apartment,Thane,2,28,F,NA,N,2 BHK Flat,0,New Construction,1,NA,NA,NA
8830,Ready to Move,NA,6,N,NA,NA,13200000,1.32 Cr,NA,850,NA,15529,650,Teen Hath Naka,NA,Sq-ft,Co-operative Society,Semi-Furnished,2,NA,North,Main Road,Resale,Apartment,Thane,2,7,F,Sq-ft,Y,2 BHK Flat,0,Above 20 years,2,NA,NA,NA
8829,Under Construction,Dec '23,31,N,Shapoorji Pallonji Real Estate,1,15500000,1.55 Cr,NA,786,Shapoorji Pallonji Northern Lights,19720,788,Pokharan Road Number 2,NA,Sq-ft,NA,Unfurnished,2,NA,North - West,Pool,Resale,Apartment,Thane,2,50,F,Sq-ft,Y,2 BHK Flat,0,NA,2,NA,NA,NA
8828,Ready to Move,NA,1,N,NA,NA,5200000,52 Lac,Vitrified,470,Brahmand Phase 3,11064,370,Manpada,Near Orchid International School,Sq-ft,Co-operative Society,Unfurnished,1,NA,North - East,NA,Resale,Apartment,Thane,1,7,F,Sq-ft,Y,1 BHK Flat,0,Above 20 years,NA,NA,NA,NA
8827,Ready to Move,NA,12,N,Lodha,1,12000000,1.20 Cr,Vitrified,800,Lodha Paradise,15000,NA,Majiwada,NA,Sq-ft,Freehold,Unfurnished,2,NA,NA,"Garden/Park, Main Road",Resale,Apartment,Thane,2,18,F,NA,Y,2 BHK Flat,0,10 to 15 years,1,NA,NA,NA
8826,Ready to Move,NA,6,N,Yash Group of Realty,1,25000000,2.50 Cr,Vitrified,1375,Nalanda,18182,1020,Ram Maruti Road Naupada,NA,Sq-ft,Freehold,Unfurnished,3,1 Covered,West,Garden/Park,Resale,Apartment,Thane,3,9,F,Sq-ft,Y,3 BHK Flat,0,New Construction,2,NA,NA,NA
8825,Ready to Move,NA,3,N,Lodha,NA,11000000,1.10 Cr,Vitrified,855,Lodha Amara,12865,557,Kolshet Road,NA,Sq-ft,Freehold,Furnished,2,1 Covered,North - East,"Garden/Park, Pool",Resale,Apartment,Thane,2,30,F,Sq-ft,Y,2 BHK Flat,0,Less than 5 years,NA,NA,NA,NA
8824,Ready to Move,NA,24,N,Lodha,NA,7500000,75 Lac,NA,413,Lodha Amara,18160,NA,Kolshet Road,NA,Sq-ft,NA,Unfurnished,2,NA,NA,Garden/Park,Resale,Apartment,Thane,1,29,F,NA,Y,1 BHK Flat,0,New Construction,NA,NA,NA,NA
8823,Ready to Move,NA,4,N,NA,NA,9600000,96 Lac,"Vitrified,Ceramic Tiles",600,NA,16000,480,Naupada,"Near gajanan maharaj math, ram maruti road.",Sq-ft,Co-operative Society,Unfurnished,2,1 Covered,East,Main Road,New Property,Apartment,Thane,1,7,F,Sq-ft,Y,1 BHK Flat,0,New Construction,3,NA,NA,NA
8822,Ready to Move,NA,14,N,NA,NA,22000000,2.20 Cr,NA,1072,NA,20522,1000,Kapurbawdi,East Facing Property,Sq-ft,Freehold,Unfurnished,3,NA,East,"Garden/Park, Pool, Main Road",Resale,Apartment,Thane,3,27,F,Sq-ft,Y,3 BHK Flat,0,Less than 5 years,4,NA,NA,NA
8821,Ready to Move,NA,14,N,Godrej Properties,NA,12500000,1.25 Cr,NA,900,Godrej Emerald,13889,525,Bhayandarpada,East Facing Property,Sq-ft,NA,Unfurnished,2,1 Covered,East,"Garden/Park, Pool, Main Road",Resale,Apartment,Thane,2,28,F,Sq-ft,Y,2 BHK Flat,0,NA,NA,NA,NA,NA
8820,Ready to Move,NA,11,N,Sheth Creators Pvt. Ltd.,2,40000000,4 Cr,"Vitrified,Marble",2015,Sheth Avalon,19851,1400,Majiwada,Newly Constructed Property,Sq-ft,Freehold,Semi-Furnished,3,2 Covered,East,"Pool, Garden/Park, Main Road",New Property,Apartment,Thane,3,30,F,Sq-ft,Y,3 BHK Flat,0,Less than 5 years,3,NA,NA,NA
8819,Ready to Move,NA,11,N,NA,1,12500000,1.25 Cr,Vitrified,1044,VICTORIA VFVA LODHA PARADISE,11973,760,Majiwada,NA,Sq-ft,Freehold,Unfurnished,2,NA,North - West,Garden/Park,Resale,Apartment,Thane,2,18,F,Sq-ft,Y,2 BHK Flat,0,5 to 10 years,1,NA,NA,NA
8818,Ready to Move,NA,7,N,NA,NA,13000000,1.30 Cr,Vitrified,955,NA,13613,NA,Manpada,NA,Sq-ft,Freehold,Furnished,2,1 Open,West,"Garden/Park, Pool",Resale,Apartment,Thane,2,14,F,NA,Y,2 BHK Flat,0,15 to 20 years,1,NA,NA,NA
8817,Ready to Move,NA,2,N,Jaiveer Group,NA,6500000,65 Lac,NA,570,Sukur Residency,11404,425,Anand Nagar Thane West,NA,Sq-ft,Co-operative Society,Unfurnished,1,NA,West,"Garden/Park, Main Road",Resale,Apartment,Thane,1,7,F,Sq-ft,N,1 BHK Flat,0,10 to 15 years,NA,NA,NA,NA
8816,Ready to Move,NA,12,N,NA,1,8300000,83 Lac,Marble,670,NA,12388,489,Khopat,NA,Sq-ft,Freehold,Semi-Furnished,1,40 Open,North - West,Garden/Park,Resale,Apartment,Thane,1,12,F,Sq-ft,N,1 BHK Flat,0,10 to 15 years,NA,NA,NA,NA
8815,Ready to Move,NA,3,N,NA,0,19000000,1.90 Cr,Marble,1100,NA,17273,817,Panch Pakhdi,East Facing Property,Sq-ft,Co-operative Society,Semi-Furnished,2,NA,East,Main Road,Resale,Apartment,Thane,3,3,F,Sq-ft,N,3 BHK Flat,0,Above 20 years,1,Y,NA,NA
8814,Ready to Move,NA,15,N,The Runwal Group,1,12700000,1.27 Cr,"Wooden,Marbonite",1005,Runwal Garden City,12637,800,Balkum Naka,NA,Sq-ft,Freehold,Furnished,2,7 Open,NA,"Garden/Park, Pool, Main Road",Resale,Apartment,Thane,2,18,F,Sq-ft,N,2 BHK Flat,0,Less than 5 years,1,Y,NA,NA
8813,Ready to Move,NA,4,N,NA,NA,6800000,68 Lac,"Ceramic Tiles,Granite",750,Aakash Ganga Complex,9067,NA,Thane West,NA,Sq-ft,NA,Furnished,1,"1 Covered, 1 Open",North,"Garden/Park, Main Road",Resale,Apartment,Thane,2,4,F,NA,N,2 BHK Flat,0,5 to 10 years,NA,NA,NA,NA
8812,Ready to Move,NA,30,N,TATA Housing Development Company Ltd.,2,12000000,1.20 Cr,"Marble,Normal Tiles/Kotah Stone,Granite",650,Tata Serein,20000,475,Pokharan Road Number 2,NA,Sq-ft,Freehold,Unfurnished,2,1 Covered,North - East,Garden/Park,Resale,Apartment,Thane,1,32,F,Sq-ft,N,1 BHK Flat,0,New Construction,1,NA,NA,NA
8811,Ready to Move,NA,Ground,N,NA,NA,5200000,52 Lac,NA,300,NA,17333,NA,Teen Hath Naka,East Facing Property,Sq-ft,Co-operative Society,Unfurnished,1,NA,East,Garden/Park,Resale,Residential House,Thane,1,1,F,NA,N,NA,0,15 to 20 years,1,NA,NA,NA
8810,Ready to Move,NA,5,N,NA,NA,9500000,95 Lac,NA,725,NA,13103,600,Uthalsar,NA,Sq-ft,Freehold,Semi-Furnished,2,NA,West,NA,Resale,Apartment,Thane,2,6,F,Sq-ft,N,2 BHK Flat,0,15 to 20 years,NA,NA,NA,NA
8809,Ready to Move,NA,3,N,NA,NA,10800000,1.08 Cr,NA,1000,NA,10800,NA,Khopat,NA,Sq-ft,NA,Furnished,2,NA,NA,NA,Resale,Apartment,Thane,2,10,F,NA,N,2 BHK Flat,0,Above 20 years,NA,NA,NA,NA
8808,Ready to Move,NA,14,N,Lodha,NA,11200000,1.12 Cr,NA,673,Lodha Amara,16642,NA,Kolshet Road,NA,Sq-ft,Power Of Attorney,Unfurnished,2,NA,NA,NA,Resale,Apartment,Thane,2,28,F,NA,N,2 BHK Flat,0,Less than 5 years,1,NA,NA,NA
8807,Ready to Move,NA,Ground,N,Runwal Developers,1,19900000,1.99 Cr,"Vitrified,Wooden",1450,Dahlia Runwal Garden City,13724,960,Balkum village,East Facing Property,Sq-ft,Freehold,Semi-Furnished,3,1 Covered,East,"Garden/Park, Pool, Main Road",Resale,Apartment,Thane,3,24,F,Sq-ft,N,3 BHK Flat,0,Less than 5 years,3,Y,NA,NA
8806,Ready to Move,NA,10,N,NA,0,12500000,1.25 Cr,Vitrified,890,Siddeshwar Garden,14045,600,Dhokali,NA,Sq-ft,Co-operative Society,Furnished,2,"1 Covered, 1 Open",North - East,"Pool, Garden/Park",Resale,Apartment,Thane,2,20,F,Sq-ft,N,2 BHK Flat,0,NA,NA,NA,NA,NA
8805,Ready to Move,NA,5,N,NA,NA,5800000,58 Lac,NA,550,NA,10545,NA,Majiwada,NA,Sq-ft,Freehold,Unfurnished,2,NA,West,Garden/Park,Resale,Apartment,Thane,1,6,F,NA,N,1 BHK Flat,0,Less than 5 years,4,NA,NA,NA
